ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database
KIC8938364	1.037	0.048795492	0.049497475	1.376	0.023430749	0.023430749	5965.0	62.0	62.0	-0.18	0.1	0.1	NA	4.176	0.00781025	0.00781025	NA	1.866	0.164602039	0.164602039	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8940939	1.095	0.086313383	0.065802736	1.458	0.056356011	0.048548944	6343.0	58.0	58.0	-0.402	0.1	0.1	NA	4.149	0.014142136	0.014142136	NA	5.227	0.440074512	0.440074512	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8950146	1.237	0.054671748	0.061032778	1.33	0.032202484	0.032202484	6374.0	60.0	60.0	-0.014	0.101	0.101	NA	4.282	0.014317821	0.014317821	NA	2.588	0.214813087	0.214813087	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8952800	1.293	0.066219333	0.063245553	2.014	0.048600412	0.045453273	6122.0	55.0	55.0	0.03	0.1	0.1	NA	3.941	0.01077033	0.01077033	NA	5.939	0.507484631	0.507484631	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8956017	1.497	0.074652528	0.074652528	1.881	0.077162167	0.072449983	6605.0	86.0	86.0	0.128	0.1	0.1	NA	4.063	0.02433105	0.025317978	NA	5.943	0.482317729	0.482317729	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8981766	1.38	0.11	0.09	1.82	0.05	0.05	6237.0	72.0	72.0	-0.18	0.25	0.25	NA	4.059	0.014	0.015	NA	14.37	1.342844371	1.342844371	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9005973	1.122	0.074303432	0.069115845	1.452	0.038483763	0.037576588	6131.0	57.0	57.0	-0.128	0.1	0.1	NA	4.164	0.014317821	0.015231546	NA	2.539	0.214719269	0.214719269	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9049593	1.157	0.089202018	0.097621719	1.414	0.052801515	0.052009614	5788.0	59.0	59.0	0.202	0.1	0.1	NA	4.197	0.019313208	0.019313208	NA	2.614	0.217129481	0.217129481	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9073645	1.373	0.077794601	0.070292247	2.342	0.087664132	0.079649231	6438.0	64.0	64.0	-0.152	0.1	0.1	NA	3.836	0.021377558	0.021377558	NA	8.356	0.740955344	0.740955344	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9093289	1.237	0.055865911	0.068242216	1.448	0.032695565	0.033615473	6285.0	57.0	57.0	-0.011	0.1	0.1	NA	4.207	0.014317821	0.015231546	NA	3.143	0.279932795	0.279932795	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9116461	1.208	0.051107729	0.053712196	1.251	0.029546573	0.029546573	6470.0	47.0	47.0	-0.116	0.1	0.1	NA	4.324	0.012041595	0.013038405	NA	2.402	0.193508831	0.193508831	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9138680	1.416	0.055443665	0.055443665	2.477	0.053712196	0.052801515	5990.0	60.0	60.0	0.129	0.099	0.099	NA	3.8	0.012649111	0.012649111	NA	7.756	0.670259577	0.670259577	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9143749	1.151	0.057428216	0.062433965	1.708	0.046518813	0.045617979	6075.0	76.0	76.0	-0.122	0.101	0.101	NA	4.033	0.014866069	0.014866069	NA	3.896	0.337951413	0.337951413	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9163769	1.315	0.061619802	0.058694122	1.537	0.038013156	0.037121422	6438.0	100.0	100.0	0.049	0.1	0.1	NA	4.183	0.016763055	0.016763055	NA	3.949	0.322075477	0.322075477	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9202077	1.444	0.091416629	0.167764716	1.981	0.055226805	0.070491134	6119.0	70.0	70.0	0.148	0.1	0.1	NA	3.999	0.015	0.017492856	NA	5.599	0.476347427	0.476347427	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9204313	1.018	0.061854668	0.058600341	1.508	0.033837849	0.033015148	5853.0	57.0	57.0	-0.158	0.1	0.1	NA	4.088	0.012206556	0.012206556	NA	2.117	0.182898403	0.182898403	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9225600	1.425	0.072917762	0.077794601	1.84	0.044102154	0.044102154	6262.0	56.0	56.0	0.219	0.1	0.1	NA	4.061	0.012369317	0.012369317	NA	4.758	0.411033864	0.411033864	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9226926	1.39	0.05	0.04	1.64	0.03	0.03	6892.0	84.0	84.0	-0.23	0.09	0.09	NA	4.151	0.013	0.012	NA	4.548	0.365619369	0.365619369	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC9266926	0.956	0.053535035	0.052697249	1.47	0.03671512	0.035846897	5971.0	63.0	63.0	-0.387	0.099	0.099	NA	4.083	0.012083046	0.012083046	NA	2.318	0.198602337	0.198602337	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125.0	55.0	55.0	-0.22	0.15	0.15	NA	4.112	0.013	0.013	NA	3.128	0.271690736	0.271690736	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9287845	1.589	0.090603532	0.147627911	2.313	0.093920179	0.092973114	6488.0	62.0	62.0	0.131	0.1	0.1	NA	3.905	0.022203603	0.023194827	NA	8.928	0.762176079	0.762176079	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9289275	1.349	0.06726812	0.065299311	1.767	0.026870058	0.026870058	6227.0	48.0	48.0	0.092	0.1	0.1	NA	4.073	0.008485281	0.009219544	NA	4.012	0.34263304	0.34263304	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9292130	1.347	0.060876925	0.0595483	2.176	0.052697249	0.050219518	6176.0	52.0	52.0	0.049	0.1	0.1	NA	3.891	0.0117047	0.0117047	NA	6.423	0.541940302	0.541940302	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9328372	1.464	0.070604532	0.069028979	1.781	0.070519501	0.065787537	6572.0	80.0	80.0	0.16	0.1	0.1	NA	4.101	0.02433105	0.025317978	NA	6.039	0.521100979	0.521100979	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9353712	1.5089	0.0285	0.0209	2.1723	0.024	0.021	6278.0	77.0	77.0	-0.05	0.1	0.1	NA	3.9435	0.0055	0.0066	NA	6.985	0.275	0.223	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC9390670	1.37	0.071505245	0.069526973	1.711	0.06946222	0.064884513	6246.0	50.0	50.0	0.195	0.1	0.1	NA	4.107	0.024186773	0.025179357	NA	4.782	0.397738991	0.397738991	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9394953	1.205	0.059033889	0.05375872	1.746	0.039357337	0.034985711	6018.0	65.0	65.0	0.076	0.1	0.1	NA	4.034	0.014422205	0.013601471	NA	3.682	0.317461914	0.317461914	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350.0	52.0	52.0	-0.08	0.2	0.15	NA	3.776	0.016	0.016	NA	11.16	0.975636586	0.975636586	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9414417	1.399	0.073736016	0.075239617	1.917	0.036687873	0.038910153	6278.0	52.0	52.0	-0.049	0.072111026	0.072111026	NA	4.018	0.009433981	0.01	NA	5.158	0.428564138	0.428564138	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9446628	1.213	0.0718401	0.075742986	1.893	0.091923882	0.086406018	6298.0	59.0	59.0	-0.268	0.101	0.101	NA	3.965	0.029274562	0.030265492	NA	5.317	0.439688713	0.439688713	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9451741	1.124	0.078517514	0.079208585	1.291	0.054644304	0.052201533	5835.0	68.0	68.0	0.206	0.1	0.1	NA	4.266	0.019104973	0.020099751	NA	1.99	0.166780593	0.166780593	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9455860	1.385	0.072249567	0.065115282	1.678	0.051078371	0.048332184	6716.0	59.0	59.0	-0.051	0.1	0.1	NA	4.129	0.018973666	0.019924859	NA	5.166	0.422130072	0.422130072	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9457728	1.194	0.063411355	0.065946948	1.822	0.035383612	0.036124784	6390.0	49.0	49.0	-0.161	0.072111026	0.072111026	NA	3.993	0.010630146	0.010630146	NA	5.208	0.437591644	0.437591644	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9458636	1.204	0.116811814	0.060827625	1.735	0.06306346	0.056938563	6220.0	56.0	56.0	-0.059	0.1	0.1	NA	4.043	0.016278821	0.018248288	NA	4.007	0.342379248	0.342379248	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9468847	1.17	0.057982756	0.057982756	1.796	0.052801515	0.051894123	6064.0	52.0	52.0	-0.109	0.1	0.1	NA	3.998	0.017088007	0.017088007	NA	4.292	0.374219825	0.374219825	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9512063	1.158	0.049929951	0.050774009	2.053	0.036069378	0.03748333	5977.0	58.0	58.0	-0.332	0.102	0.102	NA	3.876	0.006708204	0.006708204	NA	4.637	0.403547098	0.403547098	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9542776	1.385	0.084864598	0.080659779	2.475	0.153388396	0.13689412	6343.0	87.0	87.0	-0.157	0.101	0.101	NA	3.791	0.035510562	0.03748333	NA	11.52	1.024578719	1.024578719	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9579208	1.204	0.063513778	0.051662365	1.781	0.034132096	0.027658633	6422.0	56.0	56.0	-0.17	0.072111026	0.072111026	NA	4.017	0.01118034	0.008602325	NA	4.92	0.408637299	0.408637299	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9592705	1.509	0.029	0.021	2.124	0.015	0.012	6174.0	92.0	92.0	0.216	0.072111026	0.072111026	NA	3.961	0.004	0.003	NA	6.088	0.227	0.247	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC9641837	1.304	0.058728187	0.056727418	2.193	0.046400431	0.04482187	6270.0	51.0	51.0	-0.161	0.1	0.1	NA	3.871	0.01118034	0.01118034	NA	6.06	0.546385001	0.546385001	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9664694	1.252	0.052430907	0.05745433	2.293	0.057706152	0.059481089	6080.0	55.0	55.0	-0.272	0.1	0.1	NA	3.813	0.012165525	0.012165525	NA	8.512	0.725162236	0.725162236	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9693187	0.986	0.053254108	0.050803543	1.423	0.028319605	0.027586228	5790.0	55.0	55.0	-0.164	0.1	0.1	NA	4.125	0.008602325	0.008602325	NA	2.982	0.268050525	0.268050525	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9697131	1.436	0.058137767	0.063560994	1.922	0.028301943	0.03088689	6491.0	69.0	69.0	0.11	0.072111026	0.072111026	NA	4.027	0.008544004	0.008544004	NA	5.503	0.44698172	0.44698172	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9700430	1.221	0.06726812	0.090917545	1.511	0.045177428	0.046957428	6111.0	90.0	90.0	0.024	0.1	0.1	NA	4.164	0.015524175	0.016492423	NA	2.801	0.24181609	0.24181609	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9702369	1.281	0.050209561	0.048104054	1.379	0.018384776	0.018384776	6431.0	50.0	50.0	0.03	0.1	0.1	NA	4.266	0.006708204	0.006708204	NA	2.29	0.201882888	0.201882888	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9702752	1.188	0.042201896	0.044654227	1.701	0.025	0.025806976	5770.0	62.0	62.0	0.265	0.1	0.1	NA	4.051	0.009219544	0.009219544	NA	2.656	0.233806485	0.233806485	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9715099	1.37	0.15	0.17	2.49	0.1	0.11	6225.0	53.0	53.0	-0.22	0.4	0.3	NA	3.78	0.019	0.019	NA	9.337	0.806574527	0.806574527	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9754284	1.276	0.062801274	0.081215762	1.621	0.029832868	0.034669872	6182.0	54.0	54.0	0.025	0.1	0.1	NA	4.123	0.012041595	0.013601471	NA	3.351	0.281864612	0.281864612	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9762786	1.38	0.14	0.19	1.96	0.1	0.12	6482.0	52.0	52.0	0.06	0.15	0.15	NA	3.99	0.014	0.014	NA	6.917	0.598725134	0.598725134	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9768011	1.35	0.16	0.16	2.02	0.13	0.13	6630.0	68.0	68.0	-0.26	0.2	0.15	NA	3.955	0.023	0.024	NA	6.611	0.560297443	0.560297443	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC9778067	1.189	0.065946948	0.067475922	1.998	0.065368188	0.064498062	6433.0	90.0	90.0	-0.529	0.102	0.102	NA	3.911	0.018248288	0.019235384	NA	5.769	0.486377409	0.486377409	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9787965	1.31	0.084599054	0.083528438	2.062	0.0846286	0.078243211	6200.0	65.0	65.0	0.001	0.1	0.1	NA	3.926	0.019104973	0.020099751	NA	7.654	0.783754292	0.783754292	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9791157	1.186	0.049244289	0.05758472	1.952	0.037696154	0.039560081	5852.0	63.0	63.0	-0.047	0.1	0.1	NA	3.929	0.011661904	0.011661904	NA	4.555	0.407819357	0.407819357	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9821513	1.291	0.068622154	0.096041658	1.775	0.056035703	0.059363288	6550.0	65.0	65.0	-0.307	0.101	0.101	NA	4.048	0.014142136	0.013152946	NA	5.837	0.488221059	0.488221059	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9880787	1.168	0.053712196	0.055470713	2.014	0.038910153	0.039812058	6074.0	56.0	56.0	-0.314	0.102	0.102	NA	3.896	0.01029563	0.01029563	NA	5.216	0.446910122	0.446910122	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9962623	0.987	0.08475848	0.076321688	1.395	0.042154478	0.040311289	5913.0	166.0	166.0	-0.207	0.101	0.101	NA	4.143	0.016155494	0.015231546	NA	2.079	0.180289342	0.180289342	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC9965715	1.245	0.073006849	0.073006849	1.3	0.037336309	0.037336309	7030.0	405.0	405.0	-0.404	0.1	0.1	NA	4.304	0.015	0.01421267	NA	2.585	0.225418203	0.225418203	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
